entry,lemma,language,lex_cat_wikidata,des_by_source_P1343,form1_representation,form1_spelling_variant,sense1_gloss_de,sense1_gloss_en,sense1_gloss_es,sense1_gloss_it
https://qichwa.wikibase.cloud/entity/L15029,qallwachiy,Q5218,Q24905,Q125537856,qallwachiy,qu-x-Q7260479,die Fäden im Gewebe zusammenpressen lassen,to make press together the threads in the tissue,hacer tupir,fare premere assieme; [riferito ai fili nel tessuto]
https://qichwa.wikibase.cloud/entity/L15030,qallwamuy,Q5218,Q24905,Q125537856,qallwamuy,qu-x-Q7260479,"gehen, um die Fäden im Gewebe zusammenpressen",to go to press together the threads in the tissue,ir a tupir,andare a premere assieme; [riferito ai fili nel tessuto]
https://qichwa.wikibase.cloud/entity/L15032,qallwapuy,Q5218,Q24905,Q125537856,qallwapuy,qu-x-Q7260479,die Fäden im Gewebe für jemanden zusammenpressen,to press together the threads in the tissue for somebody else,tupírselo,premere assieme per qualcuno; [riferito ai fili del tessuto]
https://qichwa.wikibase.cloud/entity/L15035,qallway,Q5218,Q24905,Q125537856,qallway,qu-x-Q7260479,die Fäden im Gewebe zusammenpressen,to press together the threads in the tissue,tupir los hilos en el tejido,premere assieme; [riferito ai fili del tessuto]
https://qichwa.wikibase.cloud/entity/L15115,qaparichiy,Q5218,Q24905,Q125537856,qhaparichiy,qu-x-Q7260479,schreien lassen,to make scream,hacer gritar,fare gridare
https://qichwa.wikibase.cloud/entity/L15118,qaparimpuy,Q5218,Q24905,Q125537856,qhaparimpuy,qu-x-Q7260479,"gehen, um für jemanden zu rufen",to go to call for someone,ir a gritárselo,andare a gridare per qualcuno
https://qichwa.wikibase.cloud/entity/L15120,qaparipuy,Q5218,Q24905,Q125537856,qhaparipuy,qu-x-Q7260479,für jemanden rufen,to call for someone,gritárselo,gridare a qualcuno
https://qichwa.wikibase.cloud/entity/L15147,qaqapay,Q5218,Q24905,Q125537856,qaqapay,qu-x-Q7260479,hinabwerfen,to throw down,despeñar,lanciare verso il basso
https://qichwa.wikibase.cloud/entity/L15169,qarakuy,Q5218,Q24905,Q125537856,qarakuy,qu-x-Q7260479,sich selbst bedienen (mit),to serve oneself,servirse,servirsi
https://qichwa.wikibase.cloud/entity/L15216,qarpachiy,Q5218,Q24905,Q125537856,qarpachiy,qu-x-Q7260479,bewässern lassen,to make irrigate,hacer regar,fare irrigare
https://qichwa.wikibase.cloud/entity/L15220,qarpapuy,Q5218,Q24905,Q125537856,qarpapuy,qu-x-Q7260479,etwas für jemanden bewässern,to irrigate something for someone,regárselo,irrigare per qualcuno
https://qichwa.wikibase.cloud/entity/L15226,qarpaysiy,Q5218,Q24905,Q125537856,qarpaysiy,qu-x-Q7260479,bewässern helfen,to help to irrigate,ayudar a regar,aiutare ad irrigare
https://qichwa.wikibase.cloud/entity/L15231,qarqupuy,Q5218,Q24905,Q125537856,qharqupuy,qu-x-Q7260479,etwas für jemanden werfen,to throw something for someone,botárselo,buttare via qualcosa per qualcuno
https://qichwa.wikibase.cloud/entity/L15297,qatachiy,Q5218,Q24905,Q125537856,qhatachiy,qu-x-Q7260479,jemanden etwas bedecken lassen,to make cover,hacer tapar,fare coprire
https://qichwa.wikibase.cloud/entity/L15303,qatamuy,Q5218,Q24905,Q125537856,qhatamuy,qu-x-Q7260479,bedecken gehen,to go to cover,ir a cubrir o techar,andare a coprire; andare a costruire un tetto; andare a ricoprire
https://qichwa.wikibase.cloud/entity/L800,amulay,Q5218,Q24905,Q125537856,amulay,qu-x-Q7260479,ausschimpfen,to scold,amolar; injuriar,insultare
https://qichwa.wikibase.cloud/entity/L880,anchhuchiy,Q5218,Q24905,Q125537856,anchhuchiy,qu-x-Q7260479,verdrängen; verschieben; vertreiben,to displace,desplazar; obligar a apartarse; apartar,spostare; obbligare a nascondersi
https://qichwa.wikibase.cloud/entity/L931,ankhiy,Q5218,Q24905,Q125537856,ankhiy,qu-x-Q7260479,nagen; zernagen,to gnaw,corroer; acabar de comer con los dientes la carne adherida a un hueso,corrodere; rosicchiare; [finire di mangiare la carne che aderisce agli ossi]
https://qichwa.wikibase.cloud/entity/L945,anqusay,Q5218,Q24905,Q125537856,anqusay,qu-x-Q7260479,Maisbier austeilen (an),to serve chicha (to),servir chicha; convidar; invitar; brindar; libar a la salud de una persona,servire chicha; conviviare; invitare
https://qichwa.wikibase.cloud/entity/L1049,añaychay,Q5218,Q24905,Q125537856,añaychay,qu-x-Q7260479,danken,to thank,agradecer; alabar; elogiar; bendecir; dar gracias,ringraziare; elogiare; benedire
https://qichwa.wikibase.cloud/entity/L1064,apachikuy,Q5218,Q24905,Q125537856,apachikuy,qu-x-Q7260479,etwas senden,to send something,enviar encomienda; encargar; remitir; enviar,inviare un incarico; dare un incarico; incaricare
https://qichwa.wikibase.cloud/entity/L1071,apakamuy,Q5218,Q24905,Q125537856,apakamuy,qu-x-Q7260479,mitbringen,to bring along,traer consigo; traerse para sí algo; traer para uno mismo,portar con sè; portare qualcosa per se stesso
https://qichwa.wikibase.cloud/entity/L1105,apaykamuy,Q5218,Q24905,Q125537856,apaykamuy,qu-x-Q7260479,holen; bringen,to bring,traer,portare
https://qichwa.wikibase.cloud/entity/L1237,aquy,Q5218,Q24905,Q125537856,aquy,qu-x-Q7260479,werfen (ohne exakte Richtung),to throw (without precise direction),echar (sin dirección exacta); lanzar,lanciare; [senza una direzione esatta]
https://qichwa.wikibase.cloud/entity/L1275,arariway,Q5218,Q24905,Q125537856,arariway,qu-x-Q7260479,die Felder bewachen,to watch or guard the fields,guardar los campos; vigilar (las chacras); velar,vigilare sui campi; stare a guardia dei campi
https://qichwa.wikibase.cloud/entity/L1309,ariy,Q5218,Q24905,Q125537856,ariy,qu-x-Q7260479,einweihen; zu erstenmal verwenden,to use first time; to open (something new),estrenar,usare per la prima volta; aprire (qualcosa di nuovo)
https://qichwa.wikibase.cloud/entity/L1333,arriglay,Q5218,Q24905,Q125537856,arriglay,qu-x-Q7260479,ordnen,to arrange; to fix,arreglar,sistemare; correggere
https://qichwa.wikibase.cloud/entity/L1336,arrinday,Q5218,Q24905,Q125537856,arrinday,qu-x-Q7260479,vermieten,to hire; to hire out; to let (for rent),alquilar,affittare; prestare
https://qichwa.wikibase.cloud/entity/L1375,aschay,Q5218,Q24905,Q125537856,aschay,qu-x-Q7260479,vergrößern; vermehren,to increase,aumentar,aumentare
https://qichwa.wikibase.cloud/entity/L1384,asillalliy,Q5218,Q24905,Q125537856,asillalliy,qu-x-Q7260479,vergrößern; vermehren,to increase,aumentar,aumentare
https://qichwa.wikibase.cloud/entity/L1397,asipayay,Q5218,Q24905,Q125537856,asipayay,qu-x-Q7260479,auslachen,to laugh at; to make fun of,reirse del prójimo; burlarse; reírse de otro; reírse de una persona; burlarse con risa,ridere del prossimo; deridere; burlarsi; ridere (di qualcuno); burlarsi ridendo
https://qichwa.wikibase.cloud/entity/L1456,astakuy,Q5218,Q24905,Q125537856,astakuy,qu-x-Q7260479,hinbringen,to bring to; to carry off,acarrear; traer,portare (qualcosa a qualcuno); portare
https://qichwa.wikibase.cloud/entity/L1457,astamuy,Q5218,Q24905,Q125537856,astamuy,qu-x-Q7260479,etwas herholen,to fetch; to go to bring,ir a trasladar,andare a traslocare
https://qichwa.wikibase.cloud/entity/L1470,astawan munay,Q5218,Q24905,Q125537856,astawan munay,qu-x-Q7260479,bevorzugen; vorziehen,to prefer,preferir,preferire
https://qichwa.wikibase.cloud/entity/L1531,ashiy,Q5218,Q24905,Q125537856,mask'ay,qu-x-Q7260479,suchen,to look for; to search for; to seek; to seek,buscar; investigar; averiguar; examinar,esaminare; verificare; investigare; cercare
https://qichwa.wikibase.cloud/entity/L1531,ashiy,Q5218,Q24905,Q125537856,maskhay,qu-x-Q7260479,suchen,to look for; to search for; to seek; to seek,buscar; investigar; averiguar; examinar,esaminare; verificare; investigare; cercare
https://qichwa.wikibase.cloud/entity/L1531,ashiy,Q5218,Q24905,Q125537856,maskay,qu-x-Q7260479,suchen,to look for; to search for; to seek; to seek,buscar; investigar; averiguar; examinar,esaminare; verificare; investigare; cercare
https://qichwa.wikibase.cloud/entity/L1557,atichay,Q5218,Q24905,Q125537856,atichay,qu-x-Q7260479,tragen,to bear; to endure,llevar,sopportare
https://qichwa.wikibase.cloud/entity/L1558,atichiy,Q5218,Q24905,Q125537856,atichiy,qu-x-Q7260479,ermöglichen; in die Lage versetzen (etwas zu tun),to enable,posibilitar; hacerle apoyar algo a algo,abilitare; far appoggiare
https://qichwa.wikibase.cloud/entity/L1562,atikay,Q5218,Q24905,Q125537856,atikay,qu-x-Q7260479,sparen; sparsam umgehen mit,to economize,economizar; despojar y desposeer a los vencidos,economizzare; spogliare i vinti; saccheggiare
https://qichwa.wikibase.cloud/entity/L1602,atipayay,Q5218,Q24905,Q125537856,atipayay,qu-x-Q7260479,zwingen,to compel; to force,obligar; forzar,obbligare; forzare; costringere
https://qichwa.wikibase.cloud/entity/L12512,ñiyta munay,Q5218,Q24905,Q125537856,ñiyta munay,qu-x-Q7260479,bedeuten,to mean,querer decir,intendere; volere dire
https://qichwa.wikibase.cloud/entity/L12549,ñuñuqachiy,Q5218,Q24905,Q125537856,ñuñuqachiy,qu-x-Q7260479,ein Kalb zum Saugen der ersten Milch bringen,to make a calf start sucking milk,hacer que el ternero efectúe la mamada inicial,fare in modo che il vitello faccia la prima ciucciata
https://qichwa.wikibase.cloud/entity/L12651,pachakchay,Q5218,Q24905,Q125537856,pachakchay,qu-x-Q7260479,auf Hundert verteilen,to divide into one hundred,dividir entre cien,dividere per cento
https://qichwa.wikibase.cloud/entity/L12808,pakapuy,Q5218,Q24905,Q125537856,pakapuy,qu-x-Q7260479,für jemanden etwas verstecken,to hide something for someone,ocultárselo,nascondere qualcosa per qualcuno
https://qichwa.wikibase.cloud/entity/L12811,pakaray,Q5218,Q24905,Q125537856,pakaray,qu-x-Q7260479,dort verstecken,to hide there,ocultar por ahí,nascondere là
https://qichwa.wikibase.cloud/entity/L12866,pallachiy,Q5218,Q24905,Q125537856,pallachiy,qu-x-Q7260479,aufsammeln lassen,to make collect,hacer recoger,fare recuperare; fare raccogliere
https://qichwa.wikibase.cloud/entity/L12868,pallakuy,Q5218,Q24905,Q125537856,pallakuy,qu-x-Q7260479,für sich aufsammeln,to collect something for oneself,recogerse algo,raccogliere qualcosa
https://qichwa.wikibase.cloud/entity/L12876,pallapuy,Q5218,Q24905,Q125537856,pallapuy,qu-x-Q7260479,für jemanden aufsammeln,to collect things for someone,recogérselo,raccogliere qualcosa per qualcuno
https://qichwa.wikibase.cloud/entity/L12879,pallariy,Q5218,Q24905,Q125537856,pallariy,qu-x-Q7260479,aufheben,to pick up,recoger,raccogliere
https://qichwa.wikibase.cloud/entity/L12937,pampayachiy,Q5218,Q24905,Q125537856,pampayachiy,qu-x-Q7260479,einebnen,to level,nivelar,livellare
https://qichwa.wikibase.cloud/entity/L13090,paqtachay,Q5218,Q24905,Q125537856,paqtachay,qu-x-Q7260479,richten,to judge,juzgar,giudicare
https://qichwa.wikibase.cloud/entity/L13135,paqta rakuy,Q5218,Q24905,Q125537856,paqta rakuy,qu-x-Q7260479,gleich weit entfernt sein,to be equidistant,equidistar,equidistare
https://qichwa.wikibase.cloud/entity/L13177,parlakuy,Q5218,Q24905,Q125537856,parlakuy,qu-x-Q7260479,kommentieren,to comment,comentar,commentare
https://qichwa.wikibase.cloud/entity/L13179,parlapayay,Q5218,Q24905,Q125537856,parlapayay,qu-x-Q7260479,um etwas bitten,to request,solicitar,sollecitare
https://qichwa.wikibase.cloud/entity/L13211,pasachiy,Q5218,Q24905,Q125537856,pasachiy,qu-x-Q7260479,übertragen,to transfer,traspasar,trasferire
https://qichwa.wikibase.cloud/entity/L13363,pawachay,Q5218,Q24905,Q125537856,pawachay,qu-x-Q7260479,organisieren,to organize,organizar,organizzare
https://qichwa.wikibase.cloud/entity/L13366,pawalliy,Q5218,Q24905,Q125537856,pawalliy,qu-x-Q7260479,organisieren,to organize,organizar,organizzare
https://qichwa.wikibase.cloud/entity/L13372,paway,Q5218,Q24905,Q125537856,paway,qu-x-Q7260479,organisieren,to organize,organizar,organizzare
https://qichwa.wikibase.cloud/entity/L13448,pichachiy,Q5218,Q24905,Q125537856,pichachiy,qu-x-Q7260479,fegen lassen,to make sweep,hacer barrer,fare scopare
https://qichwa.wikibase.cloud/entity/L13453,pichampuy,Q5218,Q24905,Q125537856,pichampuy,qu-x-Q7260479,"gehen, um etwas für sich zu fegen",to go to sweep something for someone,ir a barrérselo,andare a scopare qualcosa per qualcuno
https://qichwa.wikibase.cloud/entity/L13454,pichamuy,Q5218,Q24905,Q125537856,pichamuy,qu-x-Q7260479,fegen gehen,to go to sweep,ir a barrer,andare a scopare
https://qichwa.wikibase.cloud/entity/L13460,pichapuy,Q5218,Q24905,Q125537856,pichapuy,qu-x-Q7260479,etwas für jemanden fegen,to sweep something for someone,barrérselo,scopare qualcosa per qualcuno
https://qichwa.wikibase.cloud/entity/L13486,pichqachay,Q5218,Q24905,Q125537856,phisqachay,qu-x-Q7260479,verfünffachen,to quintuplicate,quintuplicar,quintuplicare
https://qichwa.wikibase.cloud/entity/L8908,k'utu-k'utuy,Q5218,Q24905,Q125537856,k'utuk'utuy,qu-x-Q7260479,unterbrechen,to interrupt,entrecortar,interrompere
https://qichwa.wikibase.cloud/entity/L8931,k'uytuchiy,Q5218,Q24905,Q125537856,k'uytuchiy,qu-x-Q7260479,sich über jemanden lustigmachen,to ridicule,burlarse de alguien,burlarsi; ridicolizzare
https://qichwa.wikibase.cloud/entity/L8969,lampiy,Q5218,Q24905,Q125537856,lampiy,qu-x-Q7260479,lecken,to lick,lamer,leccare
https://qichwa.wikibase.cloud/entity/L8984,lantiy,Q5218,Q24905,Q125537856,lantiy,qu-x-Q7260479,zeichnen,to draw,dibujar,disegnare
https://qichwa.wikibase.cloud/entity/L8999,laphiy,Q5218,Q24905,Q125537856,laphiy,qu-x-Q7260479,lecken,to lick,lamer,leccare
https://qichwa.wikibase.cloud/entity/L9016,laqhay,Q5218,Q24905,Q125537856,laqhay,qu-x-Q7260479,fressen wie ein Hund,to eat like a dog,comer como un perro,mangiare come un cane
https://qichwa.wikibase.cloud/entity/L9129,lip'ichiy,Q5218,Q24905,Q125537856,lip'ichiy,qu-x-Q7260479,sieben,to sieve,colar,colare
https://qichwa.wikibase.cloud/entity/L9135,liqhupayay,Q5218,Q24905,Q125537856,liqhupayay,qu-x-Q7260479,mit dunkler Absicht schief ansehen,to look ascance at with an obscure intention,mirar de soslayo con oculta intención,guardare di sottecchi; [guardare male una persona con intenzione occulta]
https://qichwa.wikibase.cloud/entity/L9246,luruy,Q5218,Q24905,Q125537856,luruy,qu-x-Q7260479,weißen Bohnen schälen,to take the white skin off of haba,pelar habas blancas,pelare fave bianche
https://qichwa.wikibase.cloud/entity/L9333,llallipay,Q5218,Q24905,Q125537856,llallipay,qu-x-Q7260479,erobern,to conquer,conquistar,conquistare
https://qichwa.wikibase.cloud/entity/L9348,llamakunata ipuruway,Q5218,Q24905,Q125537856,llamakunata ipuruway,qu-x-Q7260479,viele Lamas mit einem Lasso fangen,to lasso many llamas,enlazar muchas llamas,allacciare i lama; [catturare al lazo molti lama]
https://qichwa.wikibase.cloud/entity/L9361,llamipuy,Q5218,Q24905,Q125537856,llamipuy,qu-x-Q7260479,etwas für jemanden probieren,to taste something for someone,probárselo,provare qualcosa per qualcuno
https://qichwa.wikibase.cloud/entity/L9372,llamk'achipuy,Q5218,Q24905,Q125537856,llank'achipuy,qu-x-Q7260479,jemanden für jemanden arbeiten lassen,to make someone work for someone else,hacérselo trabajar,fare lavorare qualcuno per conto di qualcun altro
https://qichwa.wikibase.cloud/entity/L9377,llamk'akuy,Q5218,Q24905,Q125537856,llank'akuy,qu-x-Q7260479,für sich arbeiten,to work for oneself,trabajarse,lavorare per se stesso
https://qichwa.wikibase.cloud/entity/L9379,llamk'ampuy,Q5218,Q24905,Q125537856,llank'ampuy,qu-x-Q7260479,"gehen, um etwas für jemanden zu arbeiten",to go to work something for someone,ir a trabajárselo,andare a lavorare qualcosa per conto di qualcuno
https://qichwa.wikibase.cloud/entity/L9439,llanch'iy,Q5218,Q24905,Q125537856,llanch'iy,qu-x-Q7260479,mit der Hand aus dem Gefäß nehmen,to take out of the pot with the hand,coger con la mano de la vasija,prendere dal vaso con la mano
https://qichwa.wikibase.cloud/entity/L9497,llapanlliy,Q5218,Q24905,Q125537856,llapanlliy,qu-x-Q7260479,abstrahieren,to abstract,abstraer,astrarre
https://qichwa.wikibase.cloud/entity/L9545,llaqsachiy,Q5218,Q24905,Q125537856,llaqsachiy,qu-x-Q7260479,einebnen,to level,aplanar,livellare
https://qichwa.wikibase.cloud/entity/L15319,qatichikuy,Q5218,Q24905,Q125537856,qatichikuy,qu-x-Q7260479,nachmachen,to imitate,imitar,imitare
https://qichwa.wikibase.cloud/entity/L15343,qatiqay,Q5218,Q24905,Q125537856,qhatiqay,qu-x-Q7260479,auf die andere Seite treiben,to drive to the other side,arrear a otro lado,condurre all'altro lato
https://qichwa.wikibase.cloud/entity/L15421,qayllapuy,Q5218,Q24905,Q125537856,qayllapuy,qu-x-Q7260479,etwas zu jemandes Nutzen näher bringen,to move something closer in favor of someone,acercárselo,avvicinarselo
https://qichwa.wikibase.cloud/entity/L15450,qaywimuy,Q5218,Q24905,Q125537856,qaywimuy,qu-x-Q7260479,umrühren gehen,to go to stir,ir a mover el líquido,andare a mescolare il liquido
https://qichwa.wikibase.cloud/entity/L15452,qaywipuy,Q5218,Q24905,Q125537856,qaywipuy,qu-x-Q7260479,für jemanden umrühren,to stir for someone,movérselo el líquido,mescolare per conto di qualcuno; [muovere il liquido per conto di qualcuno]
https://qichwa.wikibase.cloud/entity/L15455,qaywiysiy,Q5218,Q24905,Q125537856,qaywiysiy,qu-x-Q7260479,umrühren helfen,to help to stir,ayudar a mover o agitar el líquido,aiutare a mescolare un liquido
https://qichwa.wikibase.cloud/entity/L15465,qichuchikuy,Q5218,Q24905,Q125537856,qhichuchikuy,qu-x-Q7260479,etwas für sich wegnehmen lassen,to have something taken away for oneself,dejarse quitar,lasciarsi togliere
https://qichwa.wikibase.cloud/entity/L15466,qichuchiy,Q5218,Q24905,Q125537856,qhichuchiy,qu-x-Q7260479,wegnehmen lassen,to make take away,hacer quitar,fare togliere
https://qichwa.wikibase.cloud/entity/L15467,qichumuy,Q5218,Q24905,Q125537856,qhichumuy,qu-x-Q7260479,"gehen, um etwas wegzunehmen",to go to take something away,ir a quitar algo,andare a togliere
https://qichwa.wikibase.cloud/entity/L15470,qichupuy,Q5218,Q24905,Q125537856,qhichupuy,qu-x-Q7260479,etwas für jemanden wegnehmen,to take something away for someone,quitárselo,togliere per qualcuno
https://qichwa.wikibase.cloud/entity/L15513,qillqamuy,Q5218,Q24905,Q125537856,qillqamuy,qu-x-Q7260479,schreiben gehen,to go to write,ir a escribir,andare a scrivere
https://qichwa.wikibase.cloud/entity/L15513,qillqamuy,Q5218,Q24905,Q125537856,qilqamuy,qu-x-Q7260479,schreiben gehen,to go to write,ir a escribir,andare a scrivere
https://qichwa.wikibase.cloud/entity/L15534,qillqapuy,Q5218,Q24905,Q125537856,qillqapuy,qu-x-Q7260479,etwas für jemanden schreiben,to write something for someone,escribírselo,scrivere qualcosa per conto di qualcuno
https://qichwa.wikibase.cloud/entity/L15534,qillqapuy,Q5218,Q24905,Q125537856,qilqapuy,qu-x-Q7260479,etwas für jemanden schreiben,to write something for someone,escribírselo,scrivere qualcosa per conto di qualcuno
https://qichwa.wikibase.cloud/entity/L15538,qillqaqhawapay,Q5218,Q24905,Q125537856,qillqaqhawapay,qu-x-Q7260479,erneut lesen,to reread,releer,rileggere
https://qichwa.wikibase.cloud/entity/L15539,qillqaqhaway,Q5218,Q24905,Q125537856,qillqaqhaway,qu-x-Q7260479,lesen,to read,leer,leggere
https://qichwa.wikibase.cloud/entity/L15544,qillqarimapay,Q5218,Q24905,Q125537856,qillqarimapay,qu-x-Q7260479,erneut lesen,to reread,releer,rileggere
https://qichwa.wikibase.cloud/entity/L15605,qisachay,Q5218,Q24905,Q125537856,q'isachay,qu-x-Q7260479,beschuldigen,to blame,inculpar,incolpare
https://qichwa.wikibase.cloud/entity/L15633,qispipuy,Q5218,Q24905,Q125537856,qhispipuy,qu-x-Q7260479,jemanden zum eigenen Vorteil befreien,to free someone to one's own favour,salvárselo,salvare qualcosa per conto di qualcuno
https://qichwa.wikibase.cloud/entity/L15720,qullpachiy,Q5218,Q24905,Q125537856,qullpachiy,qu-x-Q7260479,Salz an Vieh verfüttern,to feed cattle with salt,alimentar con sal al ganado,alimentare con sale il bestiame
https://qichwa.wikibase.cloud/entity/L15722,qullpay,Q5218,Q24905,Q125537856,qullpay,qu-x-Q7260479,Salz essen (Vieh),to eat salt (cattle),alimentarse con sal el ganado,alimentare con sale il bestiame
https://qichwa.wikibase.cloud/entity/L15789,qulluchiy,Q5218,Q24905,Q125537856,qulluchiy,qu-x-Q7260479,fluten lassen,to make flood,hacer inundar,fare inondare
